NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	NCKAP1L	NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]	7	0.48860716819763184	0.09678526	Yes	
row_1	XK	X-linked Kx blood group [Source:HGNC Symbol;Acc:HGNC:12811]	21	0.38750091195106506	0.15927386	Yes	
row_2	ZNF335	zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]	62	0.24175435304641724	0.1371682	Yes	
row_3	SRCIN1	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]	67	0.23494967818260193	0.18249339	Yes	
row_4	RNF157	ring finger protein 157 [Source:HGNC Symbol;Acc:HGNC:29402]	92	0.19968394935131073	0.18155096	Yes	
row_5	PLXNA1	plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099]	96	0.19620482623577118	0.22005378	Yes	
row_6	CCKAR	cholecystokinin A receptor [Source:HGNC Symbol;Acc:HGNC:1570]	99	0.19120752811431885	0.25934526	Yes	
row_7	MAP3K13	mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]	100	0.190499946475029	0.3023086	Yes	
row_8	EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]	116	0.17757272720336914	0.3136208	Yes	
row_9	LHX3	LIM homeobox 3 [Source:HGNC Symbol;Acc:HGNC:6595]	119	0.17335401475429535	0.34888577	Yes	
row_10	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	120	0.17329521477222443	0.38796893	Yes	
row_11	KIRREL3	kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204]	129	0.1633540689945221	0.4094844	Yes	
row_12	FEZ2	fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660]	152	0.14427977800369263	0.3998781	Yes	
row_13	PARD3	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]	155	0.140908882021904	0.42782578	Yes	
row_14	UNC5C	unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]	159	0.1353975087404251	0.45261475	Yes	
row_15	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	174	0.11882707476615906	0.4525938	No	
row_16	ARHGEF25	Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]	201	0.08069468289613724	0.42098442	No	
row_17	PTPRD	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	240	0.035044871270656586	0.3560911	No	
row_18	RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]	242	0.032319825142621994	0.36146447	No	
row_19	SLIT3	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]	261	0.008568326942622662	0.32891414	No	
row_20	RAC1	Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]	283	0.0	0.28868425	No	
row_21	MYO9B	myosin IXB [Source:HGNC Symbol;Acc:HGNC:7609]	369	-0.0753481462597847	0.1428422	No	
row_22	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]	426	-0.15110120177268982	0.069640264	No	
row_23	UBB	ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]	435	-0.1655997782945633	0.0916622	No	
row_24	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]	475	-0.24330326914787292	0.07182157	No	
row_25	UST	uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]	494	-0.2846359312534332	0.10153255	No	
