NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SAMD4B	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]	30	0.3414229452610016	6.5725786E-4	No	
row_1	ACSF3	acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]	48	0.26968756318092346	0.014104581	No	
row_2	ANPEP	alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]	78	0.22308911383152008	-0.003608245	No	
row_3	EIF3J	eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]	83	0.21775764226913452	0.026026843	No	
row_4	AMDHD1	amidohydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28577]	137	0.15468795597553253	-0.04975249	No	
row_5	RPS17	ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]	141	0.1496882140636444	-0.029864453	No	
row_6	SRBD1	S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]	144	0.14932920038700104	-0.008107502	No	
row_7	HTRA2	HtrA serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:14348]	158	0.13552618026733398	-0.00995403	No	
row_8	MIR96	microRNA 96 [Source:HGNC Symbol;Acc:HGNC:31648]	293	0.0	-0.2686413	No	
row_9	FAR2	fatty acyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:25531]	301	-0.00388626242056489	-0.2814881	No	
row_10	WARS1	tryptophanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12729]	302	-0.007590399589389563	-0.28018594	No	
row_11	PPP1CA	protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281]	306	-0.010933333076536655	-0.28410178	No	
row_12	CTSZ	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]	315	-0.020424403250217438	-0.29604194	No	
row_13	SERP1	stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]	319	-0.02402741275727749	-0.29771143	No	
row_14	EARS2	glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]	342	-0.052740003913640976	-0.33113474	No	
row_15	SPHK1	sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]	354	-0.06570696085691452	-0.341098	No	
row_16	ACOT12	acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:HGNC:24436]	391	-0.10534188151359558	-0.3925243	No	
row_17	ASS1	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]	398	-0.11293745040893555	-0.38473248	No	
row_18	MRPS12	mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]	416	-0.1385096162557602	-0.3937892	No	
row_19	GGT7	gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259]	427	-0.15476709604263306	-0.3865434	No	
row_20	ZC3H12A	zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]	444	-0.18272189795970917	-0.38608482	No	
row_21	PSTK	phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]	472	-0.23291754722595215	-0.39825055	Yes	
row_22	LTN1	listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]	474	-0.24151942133903503	-0.35874754	Yes	
row_23	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]	475	-0.24330326914787292	-0.317008	Yes	
row_24	METTL18	methyltransferase like 18 [Source:HGNC Symbol;Acc:HGNC:28793]	476	-0.24371665716171265	-0.27519754	Yes	
row_25	LIN28A	lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]	482	-0.2532649338245392	-0.24140155	Yes	
row_26	SLC2A13	solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]	498	-0.2981112599372864	-0.21921705	Yes	
row_27	MRPL49	mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176]	514	-0.3813864290714264	-0.18274638	Yes	
row_28	GM2A	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]	537	-0.5761292576789856	-0.1263804	Yes	
row_29	YIPF5	Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]	544	-0.837959349155426	0.005791485	Yes	
